Id,Location,Price,Type,No. Beds,No. Baths,Area,Latitude,Longitude,Region,Sub-region
0,"Sector 10, Uttara, Dhaka",7500000,Apartment,3,3,1300,23.86846,90.3928,Uttara,Sector 10
1,"Section 11, Mirpur, Dhaka",7280000,Apartment,4,4,1456,23.81223,90.35967,Mirpur,Section 11
2,"Chowdhuripara, Khilgaon, Dhaka",13000000,Apartment,3,3,1550,23.75349,90.42469,Khilgaon,Chowdhuripara
3,"Road No 4, Banani, Dhaka",37000000,Apartment,3,3,2669,23.78855,90.40081,Banani,Road No 4
4,"South Banasree Project, Banasree, Dhaka",3600000,Apartment,2,2,835,23.76354,90.4318,Banasree,South Banasree Project
5,"Section 11, Mirpur, Dhaka",6800000,Apartment,3,3,1260,23.81223,90.35967,Mirpur,Section 11
6,"Section 11, Mirpur, Dhaka",6800000,Apartment,3,3,1260,23.81223,90.35967,Mirpur,Section 11
7,"Shantinagar Bazar Rd, Shantinagar, Dhaka",5500000,Apartment,2,2,750,23.74071,90.41285,Shantinagar,Shantinagar Bazar Rd
8,"West Rampura, Rampura, Dhaka",6700000,Apartment,3,2,938,23.76748,90.42231,Rampura,West Rampura
9,"Farmgate, Tejgaon, Dhaka",13500000,Apartment,3,3,1455,23.7921,90.37846,Tejgaon,Farmgate
10,"Sector 10, Uttara, Dhaka",10500000,Apartment,3,3,1376,23.86846,90.3928,Uttara,Sector 10
11,"West Rampura, Rampura, Dhaka",6700000,Apartment,3,2,938,23.76748,90.42231,Rampura,West Rampura
12,"New Eskaton Road, Eskaton, Dhaka",15000000,Apartment,3,3,1895,23.74751,90.40013,Eskaton,New Eskaton Road
13,"New Eskaton Road, Eskaton, Dhaka",18000000,Apartment,3,4,1785,23.74751,90.40013,Eskaton,New Eskaton Road
14,"Paikpara, Mirpur, Dhaka",6700000,Apartment,3,3,1300,23.79193,90.35733,Mirpur,Paikpara
15,"Sector 9, Uttara, Dhaka",22000000,Apartment,3,4,2000,23.86846,90.3928,Uttara,Sector 9
16,"Sector 10, Uttara, Dhaka",7500000,Apartment,3,3,1525,23.86846,90.3928,Uttara,Sector 10
17,"Pirerbag, Mirpur, Dhaka",3900000,Apartment,3,2,960,23.81223,90.35967,Mirpur,Pirerbag
18,"Sector 11, Uttara, Dhaka",12500000,Apartment,3,3,1550,23.86846,90.3928,Uttara,Sector 11
19,"Sector 10, Uttara, Dhaka",7500000,Apartment,3,3,1525,23.86846,90.3928,Uttara,Sector 10
20,"Sector 10, Uttara, Dhaka",7500000,Apartment,3,3,1528,23.86846,90.3928,Uttara,Sector 10
21,"East Rampura, Rampura, Dhaka",7000000,Apartment,4,4,1510,23.76036,90.41909,Rampura,East Rampura
22,"East Maniknagar, Maniknagar, Dhaka",8250000,Plot,,,1980,23.72263,90.42987,Maniknagar,East Maniknagar
23,"Middle Badda, Badda, Dhaka",5175000,Apartment,3,3,1150,23.77753,90.4259,Badda,Middle Badda
24,"Middle Badda, Badda, Dhaka",5400000,Apartment,3,3,1200,23.77753,90.4259,Badda,Middle Badda
25,"Sector 12, Uttara, Dhaka",6000000,Apartment,3,2,1050,23.86846,90.3928,Uttara,Sector 12
26,"Middle Badda, Badda, Dhaka",5500000,Apartment,2,3,1100,23.77753,90.4259,Badda,Middle Badda
27,"Middle Badda, Badda, Dhaka",5500000,Apartment,2,3,1100,23.77753,90.4259,Badda,Middle Badda
28,"Middle Badda, Badda, Dhaka",5500000,Apartment,2,3,1100,23.77753,90.4259,Badda,Middle Badda
29,"Ashkona, Dakshin Khan, Dhaka",7640000,Apartment,3,3,1280,23.85159,90.4151,DakshinKhan,Ashkona
30,"Ashkona, Dakshin Khan, Dhaka",7612500,Apartment,3,3,1275,23.85159,90.4151,DakshinKhan,Ashkona
31,"Middle Badda, Badda, Dhaka",5500000,Apartment,2,3,1100,23.77753,90.4259,Badda,Middle Badda
32,"Block G, Bashundhara R-A, Dhaka",11500000,Apartment,3,3,1550,23.78357,90.40878,BashundharaR-A,Block G
33,"Middle Badda, Badda, Dhaka",5500000,Apartment,2,3,1100,23.77753,90.4259,Badda,Middle Badda
34,"Middle Badda, Badda, Dhaka",5500000,Apartment,2,3,1100,23.77753,90.4259,Badda,Middle Badda
35,"Ashkona, Dakshin Khan, Dhaka",5550000,Apartment,2,2,900,23.85159,90.4151,DakshinKhan,Ashkona
36,"Ashkona, Dakshin Khan, Dhaka",7640000,Apartment,3,3,1280,23.85159,90.4151,DakshinKhan,Ashkona
37,"Ashkona, Dakshin Khan, Dhaka",7640000,Apartment,3,3,1280,23.85159,90.4151,DakshinKhan,Ashkona
38,"Road No 2, Shyamoli, Dhaka",4500000,Apartment,3,2,970,23.78197,90.39943,Shyamoli,Road No 2
39,"Goran, Khilgaon, Dhaka",5000000,Apartment,2,2,950,23.75349,90.42469,Khilgaon,Goran
40,"Majed Sardar Road, Bangshal, Dhaka",1200000,Apartment,2,1,320,23.72138,90.40091,Bangshal,Majed Sardar Road
41,"Majed Sardar Road, Bangshal, Dhaka",1200000,Apartment,2,1,320,23.72138,90.40091,Bangshal,Majed Sardar Road
42,"Pirerbag, Mirpur, Dhaka",6200000,Apartment,3,3,1110,23.81223,90.35967,Mirpur,Pirerbag
43,"Green Road, Kathalbagan, Dhaka",6300000,Apartment,3,2,950,23.7544,90.38859,Kathalbagan,Green Road
44,"Ashkona, Dakshin Khan, Dhaka",6650000,Apartment,3,3,1100,23.85159,90.4151,DakshinKhan,Ashkona
45,"Hemayetpur, Savar, Dhaka",4000000,Plot,,,3640,23.841520000000003,90.24643,Savar,Hemayetpur
46,"Manda, Mugdapara, Dhaka",24000000,Plot,,,2184,23.72813,90.42969,Mugdapara,Manda
47,"East Maniknagar, Maniknagar, Dhaka",2600000,Plot,,,900,23.72263,90.42987,Maniknagar,East Maniknagar
48,"Mastertek, Cantonment, Dhaka",3500000,Apartment,3,3,940,23.8283,90.37955,Cantonment,Mastertek
49,"Sector 4, Uttara, Dhaka",65000000,Building,12,10,6684,23.86846,90.3928,Uttara,Sector 4
50,"Jurain, Shyampur, Dhaka",22000000,Building,16,10,5400,23.69636,90.43018,Shyampur,Jurain
51,"Sector 18, Uttara, Dhaka",8500000,Apartment,3,4,1654,23.86846,90.3928,Uttara,Sector 18
52,"Block J, Baridhara, Dhaka",12000000,Apartment,3,3,1334,23.8025,90.42285,Baridhara,Block J
53,"Shyamoli Housing (2nd Project), Adabor, Dhaka",3800000,Apartment,2,2,850,23.76747,90.35282,Adabor,Shyamoli Housing (2nd Project)
54,"Shyamoli Housing (2nd Project), Adabor, Dhaka",3500000,Apartment,2,2,750,23.76747,90.35282,Adabor,Shyamoli Housing (2nd Project)
55,"Shyamoli Housing (2nd Project), Adabor, Dhaka",3500000,Apartment,2,2,750,23.76747,90.35282,Adabor,Shyamoli Housing (2nd Project)
56,"Middle Badda, Badda, Dhaka",8500000,Apartment,3,3,1650,23.77753,90.4259,Badda,Middle Badda
57,"Shyamoli Housing (2nd Project), Adabor, Dhaka",3800000,Apartment,2,2,850,23.76747,90.35282,Adabor,Shyamoli Housing (2nd Project)
58,"Sonatongor Masjid Road, Hazaribag, Dhaka",6000000,Apartment,3,3,1200,23.78348,90.39614,Hazaribag,Sonatongor Masjid Road
59,"Khilbari Tek, Badda, Dhaka",5400000,Apartment,3,3,1250,23.81501,90.43623,Badda,Khilbari Tek
60,"Darussalam, Mirpur, Dhaka",6200000,Apartment,2,3,1000,23.7792,90.35374,Mirpur,Darussalam
61,"Nobodoy Housing Society, Mohammadpur, Dhaka",8500000,Apartment,3,3,1500,23.76427,90.36547,Mohammadpur,Nobodoy Housing Society
62,"West Shewrapara, Mirpur, Dhaka",4000000,Apartment,2,2,880,23.81223,90.35967,Mirpur,West Shewrapara
63,"Bank Colony, Savar, Dhaka",1975000,Apartment,2,1,790,23.841520000000003,90.24643,Savar,Bank Colony
64,"Mahuthtuli, Bangshal, Dhaka",2925000,Apartment,2,2,650,23.71753,90.40474,Bangshal,Mahuthtuli
65,"Goran, Khilgaon, Dhaka",5000000,Apartment,3,2,1220,23.75349,90.42469,Khilgaon,Goran
66,"Goran, Khilgaon, Dhaka",5200000,Apartment,3,2,1260,23.75349,90.42469,Khilgaon,Goran
67,"Goran, Khilgaon, Dhaka",4300000,Apartment,3,2,1050,23.75349,90.42469,Khilgaon,Goran
68,"Goran, Khilgaon, Dhaka",4100000,Apartment,3,2,1000,23.75349,90.42469,Khilgaon,Goran
69,"South Monipur, Mirpur, Dhaka",4500000,Apartment,2,2,1000,23.81223,90.35967,Mirpur,South Monipur
70,"South Monipur, Mirpur, Dhaka",4500000,Apartment,2,2,1000,23.81223,90.35967,Mirpur,South Monipur
71,"South Monipur, Mirpur, Dhaka",4500000,Apartment,2,2,1000,23.81223,90.35967,Mirpur,South Monipur
72,"South Monipur, Mirpur, Dhaka",4500000,Apartment,2,2,1000,23.81223,90.35967,Mirpur,South Monipur
73,"South Monipur, Mirpur, Dhaka",4500000,Apartment,2,2,1000,23.81223,90.35967,Mirpur,South Monipur
74,"Middle Badda, Badda, Dhaka",5040000,Apartment,3,2,1050,23.77753,90.4259,Badda,Middle Badda
75,"Middle Badda, Badda, Dhaka",5040000,Apartment,3,2,1050,23.77753,90.4259,Badda,Middle Badda
76,"Middle Badda, Badda, Dhaka",5040000,Apartment,3,2,1050,23.77753,90.4259,Badda,Middle Badda
77,"Manda, Mugdapara, Dhaka",3200000,Apartment,4,2,900,23.72813,90.42969,Mugdapara,Manda
78,"Nurer Chala, Badda, Dhaka",6800000,Apartment,3,3,1300,23.81501,90.43623,Badda,Nurer Chala
79,"West Agargaon, Agargaon, Dhaka",500000,Apartment,3,3,1200,23.77323,90.37154,Agargaon,West Agargaon
80,"Tejkunipara, Tejgaon, Dhaka",9500000,Apartment,3,3,1300,23.7921,90.37846,Tejgaon,Tejkunipara
81,"Kallyanpur, Mirpur, Dhaka",6000000,Apartment,3,3,1100,23.81467,90.37306,Mirpur,Kallyanpur
82,"Sector 9, Purbachal, Dhaka",17500000,Plot,,,2184,23.82653,90.42906,Purbachal,Sector 9
83,"Sector 8, Purbachal, Dhaka",30000000,Plot,,,3640,23.8573,90.40043,Purbachal,Sector 8
84,"Purbachal, Dhaka",15000000,Plot,,,2184,23.82653,90.42906,Purbachal,
85,"Purbachal, Dhaka",13500000,Plot,,,2184,23.82653,90.42906,Purbachal,
86,"Sector 7, Purbachal, Dhaka",28500000,Plot,,,3640,23.85706,90.40138,Purbachal,Sector 7
87,"Sector 5, Purbachal, Dhaka",15000000,Plot,,,2184,23.86409,90.39401,Purbachal,Sector 5
88,"Sector 8, Purbachal, Dhaka",15000000,Plot,,,2184,23.8573,90.40043,Purbachal,Sector 8
89,"Purbachal, Dhaka",26000000,Plot,,,3640,23.82653,90.42906,Purbachal,
90,"Sector 3, Purbachal, Dhaka",40000000,Plot,,,5400,23.85561,90.40267,Purbachal,Sector 3
91,"West Kazipara, Mirpur, Dhaka",4500000,Apartment,2,2,975,23.80091,90.37135,Mirpur,West Kazipara
92,"Mirpur DOHS, Mirpur, Dhaka",23000000,Apartment,4,4,2200,23.82896,90.37865,Mirpur,Mirpur DOHS
93,"Sonatongor Masjid Road, Hazaribag, Dhaka",5500000,Apartment,3,3,1100,23.78348,90.39614,Hazaribag,Sonatongor Masjid Road
94,"Jigatola, Hazaribag, Dhaka",35000000,Apartment,5,6,5000,23.73926,90.37563,Hazaribag,Jigatola
95,"Sonatongor Masjid Road, Hazaribag, Dhaka",5400000,Apartment,3,3,1080,23.78348,90.39614,Hazaribag,Sonatongor Masjid Road
96,"Sonatongor Masjid Road, Hazaribag, Dhaka",6000000,Apartment,3,3,1200,23.78348,90.39614,Hazaribag,Sonatongor Masjid Road
97,"Dutabash Road, Baridhara, Dhaka",37000000,Apartment,3,3,3244,23.76629,90.41775,Baridhara,Dutabash Road
98,"Kallyanpur, Mirpur, Dhaka",6800000,Apartment,3,3,1315,23.81467,90.37306,Mirpur,Kallyanpur
99,"Kutum Goli, Agargaon, Dhaka",4704000,Apartment,2,2,980,23.77323,90.37154,Agargaon,Kutum Goli
100,"Kutum Goli, Agargaon, Dhaka",5280000,Apartment,3,2,1100,23.77323,90.37154,Agargaon,Kutum Goli
101,"Kutum Goli, Agargaon, Dhaka",5280000,Apartment,3,2,1100,23.77323,90.37154,Agargaon,Kutum Goli
102,"Kutum Goli, Agargaon, Dhaka",5280000,Apartment,3,2,1100,23.77323,90.37154,Agargaon,Kutum Goli
103,"Green Road, Kathalbagan, Dhaka",16000000,Apartment,3,3,1630,23.7544,90.38859,Kathalbagan,Green Road
104,"Free School Street, Kathalbagan, Dhaka",10000000,Apartment,3,3,1503,23.74817,90.38665,Kathalbagan,Free School Street
105,"West Malibag, Malibagh, Dhaka",7000000,Apartment,3,2,1060,23.74979,90.41256,Malibagh,West Malibag
106,"Nobodoy Housing Society, Mohammadpur, Dhaka",8700000,Apartment,2,2,800,23.76427,90.36547,Mohammadpur,Nobodoy Housing Society
107,"Block F, Bashundhara R-A, Dhaka",10000000,Apartment,3,3,1550,23.75625,90.36915,BashundharaR-A,Block F
108,"Block F, Bashundhara R-A, Dhaka",10000000,Apartment,3,3,1550,23.75625,90.36915,BashundharaR-A,Block F
109,"Road No 7A, Dhanmondi, Dhaka",42300000,Apartment,3,3,2570,23.76629,90.41775,Dhanmondi,Road No 7A
110,"Road No 7A, Dhanmondi, Dhaka",43500000,Apartment,3,3,2640,23.76629,90.41775,Dhanmondi,Road No 7A
111,"Road No 7A, Dhanmondi, Dhaka",44000000,Apartment,3,3,2674,23.76629,90.41775,Dhanmondi,Road No 7A
112,"West Dhanmondi, Dhanmondi, Dhaka",6500000,Apartment,3,3,1050,23.75047,90.36678,Dhanmondi,West Dhanmondi
113,"Free School Street, Kathalbagan, Dhaka",8500000,Apartment,3,3,1278,23.74817,90.38665,Kathalbagan,Free School Street
114,"Meradia, Khilgaon, Dhaka",7200000,Apartment,3,3,1203,23.75349,90.42469,Khilgaon,Meradia
115,"Kutum Goli, Agargaon, Dhaka",4704000,Apartment,2,2,980,23.77323,90.37154,Agargaon,Kutum Goli
116,"South Monipur, Mirpur, Dhaka",4500000,Apartment,2,2,1000,23.81223,90.35967,Mirpur,South Monipur
117,"Block H, Bashundhara R-A, Dhaka",13000000,Apartment,3,3,1809,23.66803,90.43935,BashundharaR-A,Block H
118,"Sector 7, Uttara, Dhaka",11000000,Apartment,3,3,1530,23.86846,90.3928,Uttara,Sector 7
119,"Kallyanpur, Mirpur, Dhaka",2500000,Apartment,2,1,650,23.81467,90.37306,Mirpur,Kallyanpur
120,"Kallyanpur, Mirpur, Dhaka",2500000,Apartment,2,1,650,23.81467,90.37306,Mirpur,Kallyanpur
121,"Kallyanpur, Mirpur, Dhaka",2500000,Apartment,2,1,650,23.81467,90.37306,Mirpur,Kallyanpur
122,"East Shewrapara, Mirpur, Dhaka",6000000,Apartment,3,2,1008,23.79255,90.3749,Mirpur,East Shewrapara
123,"Crescent Road, Kathalbagan, Dhaka",16000000,Apartment,3,3,1575,23.74545,90.38776,Kathalbagan,Crescent Road
124,"New Eskaton, Eskaton, Dhaka",11500000,Apartment,3,3,1440,23.74751,90.40013,Eskaton,New Eskaton
125,"Nobodoy Housing Society, Mohammadpur, Dhaka",8700000,Apartment,2,2,900,23.76427,90.36547,Mohammadpur,Nobodoy Housing Society
126,"Darussalam, Mirpur, Dhaka",4000000,Apartment,2,2,815,23.7792,90.35374,Mirpur,Darussalam
127,"PC Culture Housing, Mohammadpur, Dhaka",9000000,Apartment,3,4,1650,23.76427,90.36547,Mohammadpur,PC Culture Housing
128,"North Adabor, Adabor, Dhaka",6700000,Apartment,3,3,1115,23.74372,90.385,Adabor,North Adabor
129,"Ranavola Road, Turag, Dhaka",5500000,Apartment,3,3,1560,23.888070000000003,90.38933,Turag,Ranavola Road
130,"Road No 12, Dhanmondi, Dhaka",25000000,Apartment,3,4,2400,23.76629,90.41775,Dhanmondi,Road No 12
131,"Kallyanpur, Mirpur, Dhaka",2500000,Apartment,2,1,650,23.81467,90.37306,Mirpur,Kallyanpur
132,"Kallyanpur, Mirpur, Dhaka",2500000,Apartment,2,1,650,23.81467,90.37306,Mirpur,Kallyanpur
133,"Kallyanpur, Mirpur, Dhaka",2500000,Apartment,2,1,650,23.81467,90.37306,Mirpur,Kallyanpur
134,"Sector 4, Uttara, Dhaka",12000000,Apartment,3,3,1450,23.86846,90.3928,Uttara,Sector 4
135,"Sector 4, Uttara, Dhaka",12000000,Apartment,3,3,1450,23.86846,90.3928,Uttara,Sector 4
136,"Kallyanpur, Mirpur, Dhaka",5000000,Apartment,2,2,950,23.81467,90.37306,Mirpur,Kallyanpur
137,"Gandaria, Sutrapur, Dhaka",4650000,Apartment,2,2,930,23.70279,90.41988,Sutrapur,Gandaria
138,"Middle Badda, Badda, Dhaka",8500000,Apartment,3,3,1650,23.77753,90.4259,Badda,Middle Badda
139,"Mahuthtuli, Bangshal, Dhaka",2925000,Apartment,2,2,650,23.71753,90.40474,Bangshal,Mahuthtuli
140,"Gulbag, Malibagh, Dhaka",32000000,Plot,,,3640,23.74979,90.41256,Malibagh,Gulbag
141,"Gulshan 1, Gulshan, Dhaka",11600000,Apartment,3,3,1100,23.79059,90.42566,Gulshan,Gulshan 1
142,"Shiddeswari Road, Shiddheswari, Dhaka",37000000,Apartment,4,4,2745,23.76629,90.41775,Shiddheswari,Shiddeswari Road
143,"Poribagh Road Number 2, Paribagh, Dhaka",35000000,Apartment,3,4,2572,23.775270000000003,90.35955,Paribagh,Poribagh Road Number 2
144,"Kutum Goli, Agargaon, Dhaka",4704000,Apartment,2,2,980,23.77323,90.37154,Agargaon,Kutum Goli
145,"Kutum Goli, Agargaon, Dhaka",4704000,Apartment,2,2,980,23.77323,90.37154,Agargaon,Kutum Goli
146,"Gandaria, Sutrapur, Dhaka",5115000,Apartment,2,2,930,23.70279,90.41988,Sutrapur,Gandaria
147,"Gandaria, Sutrapur, Dhaka",4650000,Apartment,2,2,930,23.70279,90.41988,Sutrapur,Gandaria
148,"Shiddheswari Lane, Shiddheswari, Dhaka",17000000,Apartment,3,4,1550,23.73795,90.39749,Shiddheswari,Shiddheswari Lane
149,"Boro Maghbazar, Maghbazar, Dhaka",9600000,Apartment,3,3,1400,23.7526,90.4026,Maghbazar,Boro Maghbazar
150,"Block F, Bashundhara R-A, Dhaka",14000000,Apartment,3,4,1500,23.75625,90.36915,BashundharaR-A,Block F
151,"Kutum Goli, Agargaon, Dhaka",4704000,Apartment,2,2,980,23.77323,90.37154,Agargaon,Kutum Goli
152,"Kutum Goli, Agargaon, Dhaka",4704000,Apartment,2,2,980,23.77323,90.37154,Agargaon,Kutum Goli
153,"Kutum Goli, Agargaon, Dhaka",5184000,Apartment,2,2,1080,23.77323,90.37154,Agargaon,Kutum Goli
154,"Middle Badda, Badda, Dhaka",8500000,Apartment,3,3,1650,23.77753,90.4259,Badda,Middle Badda
155,"Sector 3, Uttara, Dhaka",4200000,Apartment,1,1,800,23.86846,90.3928,Uttara,Sector 3
156,"Block B, Bashundhara R-A, Dhaka",16500000,Apartment,3,4,2110,23.75729,90.36781,BashundharaR-A,Block B
157,"Moneshwar, Hazaribag, Dhaka",4800000,Apartment,2,2,900,23.73931,90.36917,Hazaribag,Moneshwar
158,"Section 12, Mirpur, Dhaka",9600000,Apartment,3,3,1400,23.81223,90.35967,Mirpur,Section 12
159,"Block A, Bashundhara R-A, Dhaka",20504200,Apartment,3,3,2374,23.75669,90.37316,BashundharaR-A,Block A
160,"Block A, Bashundhara R-A, Dhaka",20504200,Apartment,3,3,2374,23.75669,90.37316,BashundharaR-A,Block A
161,"Doniya, Shyampur, Dhaka",4000000,Apartment,3,2,1000,23.68094,90.43935,Shyampur,Doniya
162,"Block J, Bashundhara R-A, Dhaka",12400000,Apartment,3,4,2000,23.66803,90.43935,BashundharaR-A,Block J
163,"Road No 9A, Dhanmondi, Dhaka",13000000,Apartment,3,3,1300,23.76629,90.41775,Dhanmondi,Road No 9A
164,"Sir Sayed Road, Mohammadpur, Dhaka",24500000,Apartment,4,3,2334,23.72899,90.39827,Mohammadpur,Sir Sayed Road
165,"Poribagh Road Number 2, Paribagh, Dhaka",17500000,Apartment,4,4,2400,23.775270000000003,90.35955,Paribagh,Poribagh Road Number 2
166,"Karwan Bazar, Tejgaon, Dhaka",8200000,Apartment,3,3,1150,23.7921,90.37846,Tejgaon,Karwan Bazar
167,"Section 1, Mirpur, Dhaka",3000000,Apartment,2,2,800,23.81223,90.35967,Mirpur,Section 1
168,"Block J, Bashundhara R-A, Dhaka",12400000,Apartment,3,4,2000,23.66803,90.43935,BashundharaR-A,Block J
169,"Kutum Goli, Agargaon, Dhaka",4704000,Apartment,2,2,980,23.77323,90.37154,Agargaon,Kutum Goli
170,"Pirerbag, Mirpur, Dhaka",3500000,Apartment,3,2,950,23.81223,90.35967,Mirpur,Pirerbag
171,"Block B, Bashundhara R-A, Dhaka",12550000,Apartment,3,3,1595,23.75729,90.36781,BashundharaR-A,Block B
172,"Block B, Bashundhara R-A, Dhaka",12550000,Apartment,3,3,1595,23.75729,90.36781,BashundharaR-A,Block B
173,"Road No 8A, Dhanmondi, Dhaka",11000000,Apartment,3,3,1250,23.76629,90.41775,Dhanmondi,Road No 8A
174,"Block J, Bashundhara R-A, Dhaka",9000000,Apartment,3,3,1250,23.66803,90.43935,BashundharaR-A,Block J
175,"Block J, Bashundhara R-A, Dhaka",18000000,Apartment,4,5,2500,23.66803,90.43935,BashundharaR-A,Block J
176,"Block J, Bashundhara R-A, Dhaka",9000000,Apartment,3,3,1250,23.66803,90.43935,BashundharaR-A,Block J
177,"Road No 5, Banani, Dhaka",22000000,Apartment,3,3,1890,23.75479,90.36056,Banani,Road No 5
178,"Block VIP 3, Dumni, Dhaka",20600000,Plot,,,4368,23.7726,90.36302,Dumni,Block VIP 3
179,"Aainusbag, Dakshin Khan, Dhaka",6000000,Apartment,3,3,1250,23.85159,90.4151,DakshinKhan,Aainusbag
180,"Ashkona, Dakshin Khan, Dhaka",5000000,Apartment,3,3,1375,23.85159,90.4151,DakshinKhan,Ashkona
181,"Ashkona, Dakshin Khan, Dhaka",4300000,Apartment,3,3,1250,23.85159,90.4151,DakshinKhan,Ashkona
182,"Ashkona, Dakshin Khan, Dhaka",4600000,Apartment,3,3,1375,23.85159,90.4151,DakshinKhan,Ashkona
183,"North Jatra Bari, Jatra Bari, Dhaka",3200000,Apartment,2,2,600,23.71667,90.42181,JatraBari,North Jatra Bari
184,"Indira Road, Tejgaon, Dhaka",25000000,Apartment,3,4,2016,23.75641,90.3887,Tejgaon,Indira Road
185,"Moushair, Dakshin Khan, Dhaka",3500000,Apartment,2,2,850,23.85159,90.4151,DakshinKhan,Moushair
186,"Mohammadi Housing LTD., Mohammadpur, Dhaka",8400000,Apartment,3,3,1350,23.76427,90.36547,Mohammadpur,Mohammadi Housing LTD.
187,"Mohammadi Housing LTD., Mohammadpur, Dhaka",7100000,Apartment,3,3,1150,23.76427,90.36547,Mohammadpur,Mohammadi Housing LTD.
188,"Mohammadi Housing LTD., Mohammadpur, Dhaka",7100000,Apartment,3,3,1150,23.76427,90.36547,Mohammadpur,Mohammadi Housing LTD.
189,"Mohammadi Housing LTD., Mohammadpur, Dhaka",8400000,Apartment,3,3,1350,23.76427,90.36547,Mohammadpur,Mohammadi Housing LTD.
190,"Mohammadi Housing LTD., Mohammadpur, Dhaka",7100000,Apartment,3,3,1150,23.76427,90.36547,Mohammadpur,Mohammadi Housing LTD.
191,"Mohammadi Housing LTD., Mohammadpur, Dhaka",8400000,Apartment,3,3,1350,23.76427,90.36547,Mohammadpur,Mohammadi Housing LTD.
192,"Block F, Bashundhara R-A, Dhaka",13000000,Apartment,3,4,1460,23.75625,90.36915,BashundharaR-A,Block F
193,"Taltola, Dakshin Khan, Dhaka",5000000,Apartment,3,3,1375,23.85159,90.4151,DakshinKhan,Taltola
194,"Taltola, Dakshin Khan, Dhaka",3800000,Apartment,3,3,1065,23.85159,90.4151,DakshinKhan,Taltola
195,"Section 2, Mirpur, Dhaka",36000000,Building,27,10,9750,23.81223,90.35967,Mirpur,Section 2
196,"PC Culture Housing, Mohammadpur, Dhaka",9000000,Apartment,3,4,1650,23.76427,90.36547,Mohammadpur,PC Culture Housing
197,"Block G, Bashundhara R-A, Dhaka",13000000,Apartment,4,3,1369,23.78357,90.40878,BashundharaR-A,Block G
198,"Block G, Bashundhara R-A, Dhaka",13000000,Apartment,4,3,1369,23.78357,90.40878,BashundharaR-A,Block G
199,"Block G, Bashundhara R-A, Dhaka",13000000,Apartment,4,3,1369,23.78357,90.40878,BashundharaR-A,Block G
200,"Chowdhuripara, Khilgaon, Dhaka",11000000,Apartment,3,3,1300,23.75349,90.42469,Khilgaon,Chowdhuripara
201,"East Kazipara, Mirpur, Dhaka",3000000,Apartment,2,2,750,23.80091,90.37135,Mirpur,East Kazipara
202,"Moneshwar, Hazaribag, Dhaka",4800000,Apartment,2,2,900,23.73931,90.36917,Hazaribag,Moneshwar
203,"Middle Badda, Badda, Dhaka",3500000,Apartment,3,2,920,23.77753,90.4259,Badda,Middle Badda
204,"Nobodoy Housing Society, Mohammadpur, Dhaka",5200000,Apartment,3,3,1265,23.76427,90.36547,Mohammadpur,Nobodoy Housing Society
205,"Shahid Nagar, Lalbagh, Dhaka",4800000,Apartment,2,3,1140,23.6985,90.42796,Lalbagh,Shahid Nagar
206,"Gandaria, Sutrapur, Dhaka",5115000,Apartment,2,2,930,23.70279,90.41988,Sutrapur,Gandaria
207,"Gandaria, Sutrapur, Dhaka",5115000,Apartment,2,2,930,23.70279,90.41988,Sutrapur,Gandaria
208,"Middle Badda, Badda, Dhaka",3800000,Apartment,3,2,920,23.77753,90.4259,Badda,Middle Badda
209,"Middle Badda, Badda, Dhaka",3400000,Apartment,3,2,920,23.77753,90.4259,Badda,Middle Badda
210,"Block J, Bashundhara R-A, Dhaka",12400000,Apartment,3,4,2000,23.66803,90.43935,BashundharaR-A,Block J
211,"Block J, Bashundhara R-A, Dhaka",12400000,Apartment,3,4,2000,23.66803,90.43935,BashundharaR-A,Block J
212,"Pallabi, Mirpur, Dhaka",9700000,Apartment,3,3,1380,23.82566,90.37001,Mirpur,Pallabi
213,"Section 6, Mirpur, Dhaka",6500000,Apartment,3,3,1275,23.81223,90.35967,Mirpur,Section 6
214,"Pallabi, Mirpur, Dhaka",9700000,Apartment,3,4,1380,23.82566,90.37001,Mirpur,Pallabi
215,"Bhatuliya, Turag, Dhaka",8100000,Apartment,3,3,1513,23.73795,90.39749,Turag,Bhatuliya
216,"Road No 5, Banani, Dhaka",23000000,Apartment,3,3,1890,23.75479,90.36056,Banani,Road No 5
217,"Block E, Bashundhara R-A, Dhaka",56000000,Duplex,3,4,5600,23.66803,90.43935,BashundharaR-A,Block E
218,"Doniya, Shyampur, Dhaka",3690000,Apartment,3,2,1025,23.68094,90.43935,Shyampur,Doniya
219,"Block B, Banasree, Dhaka",11000000,Apartment,4,4,1590,23.76354,90.4318,Banasree,Block B
220,"Bawnia, Turag, Dhaka",8600000,Apartment,3,4,1700,23.73795,90.39749,Turag,Bawnia
221,"Sector 4, Uttara, Dhaka",6500000,Apartment,2,2,1215,23.86846,90.3928,Uttara,Sector 4
222,"Malibag College Road, Malibagh, Dhaka",5400000,Apartment,2,2,900,23.85919,90.42506,Malibagh,Malibag College Road
223,"Rayer Bazaar, Hazaribag, Dhaka",7276500,Apartment,3,3,1322,23.74769,90.36325,Hazaribag,Rayer Bazaar
224,"Rayer Bazaar, Hazaribag, Dhaka",6880500,Apartment,3,3,1251,23.74769,90.36325,Hazaribag,Rayer Bazaar
